Year,Location,Title,Author,Link
2003,Tokyo,Producer Price Index for Sea Freight Transport (paper),"Beuerlein, Irmtraud",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-056.pdf
2003,Tokyo,PPI for Scheduled Air Transport in Sweden (paper),"Norrman, Vera",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-057.pdf
2003,Tokyo,PPI for Scheduled Air Transport in Sweden (paper),"Tareke, Mical",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-057.pdf
2003,Tokyo,Producer price index for sea freight transport (paper),"Jansson, Petra",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-060.pdf
2003,Tokyo,Producer Price Index (PPI) for Sea Freight Transport Services (paper),"Lam, Cindy King-yuen",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-061.pdf
2003,Tokyo,Producer Price Index for Sea Freight Transport Services (ppp),"Lam, Cindy King-yuen",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-062.pdf
2003,Tokyo,The development of a Corporate Services Price Index for Business Rail Fares in the UK (paper),"Palmer, Nick",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-079.pdf
2003,Tokyo,The development of a UK Ccorporate Services Price Index for Business Rail Fares in the UK (ppp),"Palmer, Nick",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-080.pdf
2003,Tokyo,Producer Price Index for Scheduled Passenger Air Tranport Services - a summary (paper),"Collins, Sonia",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-081.pdf
2003,Tokyo,Air Transport - a Summary (ppp),"Collins, Sonia",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-082.pdf
2003,Tokyo,Price Index for Pre-Packaged Software. Session 2 (paper),"Barzyk, Fred",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-025.pdf
2003,Tokyo,Producer Price Index for Pre-packaged Software (ppp),"Barzyk, Fred",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-026.pdf
2003,Tokyo,"Producer Price Indexes for Computer Systems Design, Data Processing, and Software Publishing (paper)","Barzyk, Fred",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-027.pdf
2003,Tokyo,"Producer Price Indexes for Computer Systems Design, Data Processing, and Software Publishing (ppp)","Barzyk, Fred",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-028.pdf
2003,Tokyo,Producer Price Index for facilities management (paper),"Buisson, Benoît",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-038.pdf
2003,Tokyo,PPI for facilities management (ppp),"Buisson, Benoît",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-039.pdf
2003,Tokyo,Producer Price Index for Pre-Packaged Software (paper),"Buisson, Benoît",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-040.pdf
2003,Tokyo,PPI for Pre-Packaged Software (ppp),"Buisson, Benoît",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-041.pdf
2003,Tokyo,Development of a Price Index for Computer Services in the UK (paper),"Palmer, Nick",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-044.pdf
2003,Tokyo,Development of a Price Index for Computer Services in the UK (paper),"Osmond, Tim",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-044.pdf
2003,Tokyo,The Development of a Price Index for Computer Services in the UK (ppp),"Osmond, Tim",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-045.pdf
2003,Tokyo,The Development of a Price Index for Computer Services in the UK (ppp),"Palmer, Nick",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-045.pdf
2003,Tokyo,Producer Price Index for Software Development in Australia (paper),"Berger, Matt",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-054.pdf
2003,Tokyo,PPI for Software Development in Australia (ppp),"Berger, Matt",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-055.pdf
2003,Tokyo,Producer Price Index for Maintenance and Repair of Office and Computing Machinery in Sweden (paper),"Cerda, Merja",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-058.pdf
2003,Tokyo,Price index for maintenance and repair of office and computing machinery (ppp),"Cerda, Merja",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-059.pdf
2003,Tokyo,Measuring Constant Quality Industry Output Prices for Software Services (paper),"Holdway, Michael",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-063.pdf
2003,Tokyo,Measuring Constant Quality Industry Output - Software Services (ppp),"Swick, Roslyn B.",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-064.pdf
2003,Tokyo,Measuring Constant Quality Industry Output - Software Services (ppp),"Holdway, Michael",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-064.pdf
2003,Tokyo,Progress Report from China (paper),"Ye, Shi Fang",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-002.pdf
2003,Tokyo,Direction des Statistiquws d'Enterprises - 2003 Progress Report for France (paper),"Demotes-Mainard, Magali",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-003.pdf
2003,Tokyo,"Progress Report - Bureau of the Census / Bureau of Labor Statistics, United States (paper)",Bureau of the Census / Bureau of Labor Statistics,https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-004.pdf
2003,Tokyo,Progress Report 2003 Germany (paper),"Federal Office of Statistics, Germany",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-005.pdf
2003,Tokyo,Progress Report From Japan (paper),"Statistics Bureau, MPHPT, Japan",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-006.pdf
2003,Tokyo,Progress report of Statistics Finland (paper),Statistics Finland,https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-007.pdf
2003,Tokyo,Progress report of Sweden (paper),Statistics Sweden,https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-008.pdf
2003,Tokyo,Progress report for Statistics New Zealand on PPI for services (paper),Statistics New Zealand,https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-009.pdf
2003,Tokyo,"Austria - Progress report to the 18th meeting of the Voorburg Group in Tokyo, 6-10th October 2003 (paper)",Statistics Austria,https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-010.pdf
2003,Tokyo,"Questionnaire for the new or relatively new (first or second time) and occasional participants ( Progress report, Korea) (paper)",Bank of Korea,https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-011.pdf
2003,Tokyo,Country: Vietnam (Progress report) (paper),General Statistical Office of Vietnam,https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-012.pdf
2003,Tokyo,Progress report 2003 prepared by Statistics Denmark (paper),Statistics Denmark,https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-013.pdf
2003,Tokyo,OECD Progress Report on Services Statistics for the Voorburg Group (paper),"Cave, William",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-014.pdf
2003,Tokyo,Progress Report - Spain (paper),Instituto Nacional de Estadística,https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-015.pdf
2003,Tokyo,Progress Report from the UK (paper),UK Office for National Statistics,https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-016.pdf
2003,Tokyo,Progress Report to the 18th Voorburg Group (paper),Australian Bureau of Statistics,https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-017.pdf
2003,Tokyo,Progress Report - Bank of Japan (paper),Bank of Japan,https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-018.pdf
2003,Tokyo,"Progress Report - Hong Kong, China (paper)","Census and Statistics Department, Hong Kong, China",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-019.pdf
2003,Tokyo,"Progress Report, Macao, China (paper)","Statistics and Census Services, Macao, China",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-020.pdf
2003,Tokyo,"Progress Report, Malaysia (paper)","Department of Statistics, Malaysia",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-021.pdf
2003,Tokyo,Progress Report for Brazil (paper),Brazilian Institute of Geography and Statistics (IBGE),https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-022.pdf
2003,Tokyo,Progress report on Information Society Statistics (paper),Brazilian Institute of Geography and Statistics (IBGE),https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-023.pdf
2003,Tokyo,Eurostat Progress report to the Voorburg Group (paper),Eurostat,https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-024.pdf
2003,Tokyo,The Currente Situation in Brazil (paper),"Saldanha, Roberto da Cruz",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-078.pdf
2003,Tokyo,Proposed medium-term programme for 2004-2008 for statsitics on trade and services in France (paper),"Demotes-Mainard, Magali",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-119.pdf
2003,Tokyo,2004 - 2008 work program for French service statistics (ppp),"Demotes-Mainard, Magali",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-120.pdf
2003,Tokyo,Expericences and Future Directions in the Development of Service Sector Statistics in Japan (paper),"Kitada, Hiroyuki",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-123.pdf
2003,Tokyo,Development of Statistics on Service Industries in Japan (paper),"Uesugi, Koji",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-125.pdf
2003,Tokyo,Services Statistics: International Development Work and Coordination - Towards a Strategic View (paper),"Cave, William",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-128.pdf
2003,Tokyo,Corporate Services Price Index (CSPI) for Business Telecommunications. The latest developments (paper),"Palmer, Nick",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-067.pdf
2003,Tokyo,Corporate Services Price Index (CSPI) for Business Telecommunications. The latest developments (paper),"Perkovic, Ivan",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-067.pdf
2003,Tokyo,Turnover in Communications Industry by Service (Appendix 2),"Kitada, Hiroyuki",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-116.pdf
2003,Tokyo,Producer Price Index for Couriers and Messengers (paper),"Barzyk, Fred",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-029.pdf
2003,Tokyo,Producer Price Index for Couriers and Messengers (ppp),"Barzyk, Fred",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-030.pdf
2003,Tokyo,The Development of a PPI for Post and Courier Services in Austria (paper),"Beer, Sandra",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-031.pdf
2003,Tokyo,The Development of a PPI for Post and Courier Services in Austria (paper),"Auer, Josef",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-031.pdf
2003,Tokyo,Post and Courier Services in Austria (ppp),"Auer, Josef",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-032.pdf
2003,Tokyo,The Dutch provisional PPI for courier services (paper),"Kenessey, Aurél",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-036.pdf
2003,Tokyo,A provisional PPI for courier services (ppp),"Kenessey, Aurél",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-037.pdf
2003,Tokyo,Challenges in the Development of a Price Index for Courier Services in the UK (paper),"Palmer, Nick",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-048.pdf
2003,Tokyo,Challenges in the Development of a Price Index for Courier Services in the UK (paper),"Jones, Keith",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-048.pdf
2003,Tokyo,Mini presentation on the development of a Corporate Services Price Index (CSPI) for Courier and Express Delivery Services (ppp),"Palmer, Nick",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-049.pdf
2003,Tokyo,Mini presentation on the development of a Corporate Services Price Index (CSPI) for Courier and Express Delivery Services (ppp),"Jones, Keith",https://www.voorburggroup.org/Documents/2003%20tokyo/papers/2003-049.pdf
2002,Nantes,A Price index for Advertising Service (paper),"Buisson, Benoît",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-001.pdf
2002,Nantes,A Price index for Advertising Service (paper),"Lenseigne, Fabrice",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-001.pdf
2002,Nantes,Price index for Advertising Service (ppp),"Buisson, Benoît",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-002.pdf
2002,Nantes,Price index for Advertising Service (ppp),"Lenseigne, Fabrice",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-002.pdf
2002,Nantes,Advertising services (Q 5),"Alajääskö, Pekka",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-096.pdf
2002,Nantes,Price Index for Engineering Services (paper),"Rosenbaum, Alisa",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-007.pdf
2002,Nantes,Challenges in the Development of a Price Index for Engineering Services in Sweden (paper),"Bylin, Martin",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-008.pdf
2002,Nantes,Challenges in the Development of a Price Index for Engineering Services in Sweden (paper),"Ribe, Martin",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-008.pdf
2002,Nantes,Trial Survey for Engineering Services (Appendix 1),"Bylin, Martin",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-009.pdf
2002,Nantes,"Architectural, engineering and technical consultancy services (Q 4)","Alajääskö, Pekka",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-095.pdf
2002,Nantes,U.S. Producer Price Index for Help Supply Services (paper),"Broderick, Ryan",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-020.pdf
2002,Nantes,Employment Services (ppp),"Broderick, Ryan",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-021.pdf
2002,Nantes,Development of a Price Index for Employment Services in the UK (paper),"Lewis, Steve",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-022.pdf
2002,Nantes,Development of a Price Index for Employment Services in the UK (paper),"Palmer, Nick",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-022.pdf
2002,Nantes,Challenges in the Development of a Price Index for Employment Services in the UK (ppp),"Palmer, Nick",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-023.pdf
2002,Nantes,Monitoring Comptetence in Enterprises - preliminary experiences from a pilot study (paper),"Rikama, Samuli",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-059.pdf
2002,Nantes,Framework (ppp),"Rikama, Samuli",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-060.pdf
2002,Nantes,Qualifications of ICT sector employees and ICT educated persons on the labour market - new research possibilities arising from register-based statistical systems (paper),"Virtaharju, Markku",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-061.pdf
2002,Nantes,Qualifications of ICT sector employees and ICT educated persons on the labour market - new research possibilities arising from register-based statistical systems (paper),"Myrskylä, Pekka",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-061.pdf
2002,Nantes,Qualifications of ICT sector employees and ICT educated persons on the labour market - new research possibilities arising from register-based statistical systems (paper),"Parjo, Lea",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-061.pdf
2002,Nantes,Qualifications of ICT sector employees and ICT educated persons on the labour market - new research possibilities arising from register-based statistical systems (ppp),"Parjo, Lea",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-062.pdf
2002,Nantes,Qualifications of ICT sector employees and ICT educated persons on the labour market - new research possibilities arising from register-based statistical systems (ppp),"Myrskylä, Pekka",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-062.pdf
2002,Nantes,Qualifications of ICT sector employees and ICT educated persons on the labour market - new research possibilities arising from register-based statistical systems (ppp),"Virtaharju, Markku",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-062.pdf
2002,Nantes,Insurance Services in Japan's Corporate Service Price Index (CSPI) (paper),"Moriya, Kuniko",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-024.pdf
2002,Nantes,Index Development of Insurance Services (Index and Charts),"Moriya, Kuniko",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-025.pdf
2002,Nantes,Insurance output (ppp),"Swick, Roslyn B.",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-026.pdf
2002,Nantes,U.S. Producer Price Index for Banking (paper),"Eggleston, Deanna",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-027.pdf
2002,Nantes,Banking (ppp),"Eggleston, Deanna",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-028.pdf
2002,Nantes,Development of a producer price index for Other Financiers (paper),"McKenzie, Richard",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-029.pdf
2002,Nantes,Development of a producer price index for Other Financiers (paper),"Butler, Joanne",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-029.pdf
2002,Nantes,ABS Development of a PPI for Other Financiers (ppp),"McKenzie, Richard",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-030.pdf
2002,Nantes,ABS Development of a PPI for Other Financiers (ppp),"Butler, Joanne",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-030.pdf
2002,Nantes,Challenges in the Development of a Price Index for Banking Services in the UK (paper),"Palmer, Nick",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-031.pdf
2002,Nantes,Developing a Price Index for Banking services in the UK (ppp),"Palmer, Nick",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-032.pdf
2002,Nantes,Fitness of Use Criteria for Price Index Deflators in National Income Accounting. A case Study: Mutual Stock Fund Management (paper),"Holdway, Michael",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-035.pdf
2002,Nantes,North American Product Classification System: Concepts and Process of Identifying Service Products (paper),"Mohr, Michael F.",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-005.pdf
2002,Nantes,North American Product Classification System: Concepts and Process of Identifying Service Products (paper),"Russell, Anne S.",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-005.pdf
2002,Nantes,North American Product Classification System (NAPCS) (ppp),"Russell, Anne S.",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-006.pdf
2002,Nantes,Quality Adjustment in Service Industry Producer Price Indexes (paper),"McKenzie, Richard",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-033.pdf
2002,Nantes,Quality adjustment for service Industries producer price indexes (ppp),"McKenzie, Richard",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-034.pdf
2002,Nantes,The results of Quality Adjustment of the Corporate Service Price Index in 2001 and Future Implications for Handling Service Prices (paper),"Ugai, Hiroshi",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-036.pdf
2002,Nantes,Replacement of Price Data in CSPI (During 2000) (Appendix and Charts),"Ugai, Hiroshi",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-037.pdf
2002,Nantes,Quality Adjustment of Service Prices in Japan (ppp),"Ichikawa, Yoshihide",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-038.pdf
2002,Nantes,OECD-Eurostat 2002 Inquiry on National Collection of Services Producer Prices (paper),"Cave, Bill",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-039.pdf
2002,Nantes,OECD-Eurostat 2002 Inquiry on National Collection of Services Producer Prices (ppp),"Cave, Bill",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-040.pdf
2002,Nantes,An Approach to Identifying and Defining Intellectual Property (IP) and Related Products in Product Classification Systems (paper),"Mohr, Michael F.",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-064.pdf
2002,Nantes,An Approach to Identifying and Defining Intellectual Property (IP) and Related Products in Product Classification Systems (paper),"Murphy, John B.",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-064.pdf
2002,Nantes,An Approach to Identifying and Defining Intellectual Property (IP) and Related Products in Product Classification Systems (ppp),"Mohr, Michael F.",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-065.pdf
2002,Nantes,An Approach to Identifying and Defining Intellectual Property (IP) and Related Products in Product Classification Systems (ppp),"Murphy, John B.",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-065.pdf
2002,Nantes,Development of the Service Industrial Classification of China (paper),"Ye, Shifang",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-066.pdf
2002,Nantes,Development of the Service Industrial Classification of China (ppp),"Ye, Shifang",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-067.pdf
2002,Nantes,Developing a Demand - based Aggregation Structure for the North American Product Classification System (paper),"Johanis, Paul",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-070.pdf
2002,Nantes,Developing a Demand - based Aggregation Structure for the North American Product Classification System (Appendix 1),"Johanis, Paul",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-071.pdf
2002,Nantes,Developing a Demand - based Aggregation Structure for the North American Product Classification System (Appendix 2),"Johanis, Paul",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-072.pdf
2002,Nantes,Developing an Aggregation Structure for NAPCS (ppp),"Johanis, Paul",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-073.pdf
2002,Nantes,Emerging issues - CPC 2007 Revision (paper),"Cassamajor, Karen",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-075.pdf
2002,Nantes,2007 Revision of the Central Product Classification Emerging Issues (ppp),"Cassamajor, Karen",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-076.pdf
2002,Nantes,2007 revision process of the activity classifications: Some proposals for a superstructure (paper),"Lacroix, Michel",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-077.pdf
2002,Nantes,2007 revision process of the activity classifications: Some proposals for a superstructure (paper),"Bruneau, Emile",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-077.pdf
2002,Nantes,2007 revision process of the activity classifications: some proposals for a superstructure (ppp),"Lacroix, Michel",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-078.pdf
2002,Nantes,2007 revision process of the activity classifications: some proposals for a superstructure (ppp),"Bruneau, Emile",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-078.pdf
2002,Nantes,Operation 2007 - The Process (paper),"Langkjaer-Ohlenschlaeger, Niels",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-079.pdf
2002,Nantes,Operation 2007 - The Process (ppp),"Langkjaer-Ohlenschlaeger, Niels",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-080.pdf
2002,Nantes,Measuring Detailed Sales of Service in the United States (paper),"Russell, Anne S.",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-081.pdf
2002,Nantes,Measuring Detailed Sales of Service in the United States (ppp),"Russell, Anne S.",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-082.pdf
2002,Nantes,ABS Service Industry Surveys: Collecting data on income for detailed products (paper),"Boxsell, Graham",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-083.pdf
2002,Nantes,ABS Service Industry Surveys: Collecting data on income for detailed products (paper),"McKenzie, Richard",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-083.pdf
2002,Nantes,ABS Service Industry Surveys: Collecting data on income for detailed products (PPP),"McKenzie, Richard",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-084.pdf
2002,Nantes,ABS Service Industry Surveys: Collecting data on income for detailed products (PPP),"Boxsell, Graham",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-084.pdf
2002,Nantes,2002 Progress Report For Brazil (paper),Brazil,https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-098.pdf
2002,Nantes,2002 Progress report for France (paper),France,https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-104.pdf
2002,Nantes,Progress report from Japan (paper),Bank of Japan,https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-106.pdf
2002,Nantes,Statistics on the services sector - elements for a strategy (paper),"Nielsen, Peter Boeegh",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-116.pdf
2002,Nantes,A Proposed Definition of ICT Manufacturing Goods (paper),OECD,https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-041.pdf
2002,Nantes,A Proposed Definition of ICT Manufacturing Goods (ppp),OECD / WPIIS,https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-042.pdf
2002,Nantes,Towards an Information Society Aggregate in ISIC 2007 (paper),"Nivlet, Jean-Marie",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-043.pdf
2002,Nantes,Towards an Information Society Aggregate in ISIC 2007 (paper),"Aufrant, Marc",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-043.pdf
2002,Nantes,Towards an Information Society Aggregate in ISIC 2007 (ppp),"Nivlet, Jean-Marie",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-044.pdf
2002,Nantes,Towards an Information Society Aggregate in ISIC 2007 (ppp),"Aufrant, Marc",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-044.pdf
2002,Nantes,Japanese ICT Statistics and New JSIC with the Information and Communications Division (paper),"Kitada, Hiroyuki",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-045.pdf
2002,Nantes,Japanese ICT Statistics and New JSIC with the Information and Communications Division (ppp),"Kitada, Hiroyuki",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-046.pdf
2002,Nantes,The EU surveys on ICT usage of households (paper),"Deiss, Richard",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-047.pdf
2002,Nantes,The EU surveys on ICT usage of households (ppp),"Deiss, Richard",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-048.pdf
2002,Nantes,Measurement of ICT use by households and individuals: proposal for a model questionnaire (paper),"Roberts, Sheridan",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-049.pdf
2002,Nantes,Measurement of ICT use by households and individuals: proposal for a model questionnaire (paper),"Finlay, Liz",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-049.pdf
2002,Nantes,Proposed model questionnaire for household and individual use of IT (ppp),"Roberts, Sheridan",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-050.pdf
2002,Nantes,Proposed model questionnaire for household and individual use of IT (ppp),"Finlay, Liz",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-050.pdf
2002,Nantes,The EU surveys on ICT usage of enterprises (paper),"Deiss, Richard",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-051.pdf
2002,Nantes,The EU surveys on ICT usage of enterprises (ppp),"Deiss, Richard",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-052.pdf
2002,Nantes,OECD work on ICT and Business Performance - The Role of Data Linking (paper),"Pilat, Dirk",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-053.pdf
2002,Nantes,OECD work on ICT and Business Performance: The Role of Data Linking (ppp),"Pilat, Dirk",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-054.pdf
2002,Nantes,Innovations in services: concepts and measurrements (paper),"Costes, Christine",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-055.pdf
2002,Nantes,presentation,"Missègue, Nathalie",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-055.pdf
2002,Nantes,In trade as in numerous service activities: Concepts and measurements methods of Innovation have to be adapted (ppp),"Missègue, Nathalie",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-056.pdf
2002,Nantes,In trade as in numerous service activities: Concepts and measurements methods of Innovation have to be adapted (ppp),"Costes, Christine",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-056.pdf
2002,Nantes,"R&D and innovation surveys in service sectors; current experience, conceptual and practical problems and future prospects (paper)","Akerhlom, Michael",https://www.voorburggroup.org/Documents/2002%20nantes/papers/2002-057.pdf
