Year,Location,Format,Title,ISIC Section,2 digit ISIC Division,Author,Type,Theme,Topic,Link
2017,New Delhi,Presentation,Communications Working Group,Task Force,Task Force,"Filiberti, Salvatore (ISTAT)",Task Force,Other,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/3001.pdf
2017,New Delhi,Presentation,Communications Working Group,Task Force,Task Force,"Jeremy, John (ONS)",Task Force,Other,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/3001.pdf
2017,New Delhi,Presentation,Communications Working Group,Task Force,Task Force,"Opsitnik, Lucy (Statistics Canada)",Task Force,Other,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/3001.pdf
2017,New Delhi,Presentation,Country Progress Report: 2017,Cross Cutting,Cross Cutting,"Murphy, John (US Census)",Progress report,Other,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/1002.pptx
2017,New Delhi,Presentation,Criteria for Reviewing Industries,Task Force,Task Force,"Murphy, John (US Census)",Task Force,Other,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/1017.pptx
2017,New Delhi,Presentation,Discussant Remarks on Engineering Services,"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,"Tåg, Susanna ( Finland)",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4008.pptx
2017,New Delhi,Presentation,E-commerce in Canada,Cross Cutting,Cross Cutting,"Garneau, Mary Beth (Statistics Canada)",Cross Cutting,Output and Price,E-Commerce,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/1007.pdf
2017,New Delhi,Paper,E-Commerce in Mexico,Cross Cutting,Cross Cutting,"Zepeda, Ramón Bravo (INEGI, México)",Cross Cutting,Output and Price,E-Commerce,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/1009.pdf
2017,New Delhi,Presentation,E-Commerce in Mexico,Cross Cutting,Cross Cutting,"Zepeda, Ramón Bravo (INEGI, México)",Cross Cutting,Output and Price,E-Commerce,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/1010.pptx
2017,New Delhi,Paper,Electronic Commerce,Cross Cutting,Cross Cutting,The Retail and Service Industries and Producer Prices Divisions (Statistics Canada),Cross Cutting,Output and Price,E-Commerce,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/1006.pdf
2017,New Delhi,Presentation,Engineering services,"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,"New Dehli, India",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4021.odp
2017,New Delhi,Poster,Engineering services in Italy,"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,"Cecconi, Cristina (ISTAT, Italy)",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4005.ppsx
2017,New Delhi,Poster,Engineering services in Italy,"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,"Cavallaro, Salvatore (ISTAT, Italy)",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4005.ppsx
2017,New Delhi,Presentation,Globalisation and the system of national accounts,Cross Cutting,Cross Cutting,"Ribarsky, Jennifer (OECD France)",Cross Cutting,National Accounts,Globalization,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2010.ppt
2017,New Delhi,Poster,Globalization in Services,Cross Cutting,Cross Cutting,"Sjöblom, Lis-Lotta (Statistics Finland)",Cross Cutting,Output and Price,Globalization,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2012.pdf
2017,New Delhi,Poster,Globalization in Services,Cross Cutting,Cross Cutting,"Tåg, Susanna (Statistics Finland)",Cross Cutting,Output and Price,Globalization,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2012.pdf
2017,New Delhi,Poster,Globalization Measuring Export Prices In Services,Cross Cutting,Cross Cutting,"Vizner, Ruth (Israel CBS)",Cross Cutting,Output and Price,Globalization,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2011.pdf
2017,New Delhi,Poster,Globalization–The role of traditional statistics in a non-traditional world,Cross Cutting,Cross Cutting,Statistics Sweden,Cross Cutting,Output,Globalization,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2013.pdf
2017,New Delhi,Presentation,Index Auditing Model in Sweden,Cross Cutting,Cross Cutting,"Draper, Rohan (Swedan)",Methodology,Prices,Quality Indicators,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4018.pdf
2017,New Delhi,Presentation,Index Auditing Model in Sweden,Cross Cutting,Cross Cutting,"Fridén, Marcus (Swedan)",Methodology,Prices,Quality Indicators,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4018.pdf
2017,New Delhi,Presentation,Index of Service Production for Banking Sector in India  - work in progress,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Bhuyan, Dr. Pradip (RBI, India)",Country Industry,Output,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/3005.pptx
2017,New Delhi,Presentation,"Introduction Investment Banking, 64.99",K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Fridén, Marcus (Statistics Sweden)",Country Industry,Classification,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2004.pptx
2017,New Delhi,Presentation,Introductions and Agenda Overview,Cross Cutting,Cross Cutting,"Kalko, Jakob (Voorburg Group Co-Chair)",Agenda,Other,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/1001.pdf
2017,New Delhi,Presentation,Introductions and Agenda Overview,Cross Cutting,Cross Cutting,"Garneau, Mary Beth (Voorburg Group Co-Chair)",Agenda,Other,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/1001.pdf
2017,New Delhi,Presentation,Investment Banking and Securities Dealing,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Opsitnik, Lucy (Statistics Canada)",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2008.pdf
2017,New Delhi,Presentation,Investment Banking and Securities Dealing (NAICS 523110),K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Baer, Andrew (US Census, BLS)",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2006.pdf
2017,New Delhi,Presentation,Investment Banking and Securities Dealing (NAICS 523110),K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Murphy, Bonnie (US Census, BLS)",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2006.pdf
2017,New Delhi,Paper,Investment Banking and Securities Dealing in Canada,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Opsitnik, Lucy (Statistics Canada)",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2007.pdf
2017,New Delhi,Paper,Investment Banking and Securities Dealing in Canada,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Splinter, James (Statistics Canada)",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2007.pdf
2017,New Delhi,Paper,Investment Banking and Securities Dealing in Canada,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Ketita, Nassim (Statistics Canada)",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2007.pdf
2017,New Delhi,Paper,Investment Banking and Securities Dealing NAICS 523110,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Baer, Andrew (US Census, BLS)",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2005.pdf
2017,New Delhi,Paper,Investment Banking and Securities Dealing NAICS 523110,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Murphy, Bonnie (US Census, BLS)",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2005.pdf
2017,New Delhi,Presentation,Investment Banking: Discussion,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Pegler, Kat (U K)",Country Industry,Output and Price,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2009.pptx
2017,New Delhi,Paper,Measurement of services in National Accounts,Cross Cutting,Cross Cutting,"National Accounts Division, CSO (India)",Country Industry,National Accounts,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/3003.docx
2017,New Delhi,Presentation,Measuring Services In National Accounts,Cross Cutting,Cross Cutting,"National Accounts Division, CSO (India)",Country Industry,National Accounts,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/3004.pptx
2017,New Delhi,Presentation,Measuring Telecom Services,J - Information and communication,61 - Telecommunications,"Kadayan, Asit (TRAI, India)",Country Industry,Output,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/3008.ppt
2017,New Delhi,Presentation,Measuring the digital Economy,Cross Cutting,Cross Cutting,"Ribarsky, Jennifer (OECD France)",Cross Cutting,National Accounts,Digital Economy,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/1005.ppt
2017,New Delhi,Presentation,Meeting Feedback,Task Force,Task Force,"Kalko, Jakob (Voorburg Group Co-Chair)",Progress report,Other,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/5002.pptx
2017,New Delhi,Presentation,Meeting Feedback,Task Force,Task Force,"Garneau, Mary Beth (Voorburg Group Co-Chair)",Progress report,Other,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/5002.pptx
2017,New Delhi,Paper,Mini-Presentation for SPPI on Architectural and Engineering Activities and Related Technical Consultancy,"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,"Dozet, Maja (Croatian Bureau of Statistics )",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4002.pdf
2017,New Delhi,Paper,Mini-Presentation for SPPI on Architectural and Engineering Activities and Related Technical Consultancy,"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,"Kalčić Ivanić, Josipa (Croatian Bureau of Statistics )",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4002.pdf
2017,New Delhi,Presentation,Mini-Presentation for SPPI on Architectural and Engineering Activities and Related Technical Consultancy,"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,"Dozet, Maja (Croatian Bureau of Statistics)",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4003.pdf
2017,New Delhi,Presentation,Mini-Presentation for SPPI on Architectural and Engineering Activities and Related Technical Consultancy,"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,"Kalčić Ivanić, Josipa (Croatian Bureau of Statistics)",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4003.pdf
2017,New Delhi,Paper,Mini-presentation on ”Engineering services and related technical consulting services”,"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,"Leurs, Yann (INSEE, France)",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4007.pdf
2017,New Delhi,Paper,Mini-presentation on ”Engineering services and related technical consulting services”,"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,"Ouradou, Frédéric (INSEE, France)",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4007.pdf
2017,New Delhi,Paper,Mini‐presentation on SPPI for: Engineering Services (ISIC 71),"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,"Cecconi, Cristina (ISTAT, Italy)",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4004.pdf
2017,New Delhi,Paper,Mini‐presentation on SPPI for: Engineering Services (ISIC 71),"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,"Cavallaro, Salvatore (ISTAT, Italy)",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4004.pdf
2017,New Delhi,Presentation,Next meeting,Task Force,Task Force,"Kalko, Jakob (Voorburg Group Co-Chair)",Agenda,Other,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/5001.pptx
2017,New Delhi,Presentation,Next meeting,Task Force,Task Force,"Garneau, Mary Beth (Voorburg Group Co-Chair)",Agenda,Other,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/5001.pptx
2017,New Delhi,Presentation,Note on Streaming Services,J - Information and communication,"59 - Motion picture, video and television programme production, sound recording and music publishing activities","Murphy, John (US Census)",Industry Issue,Output and Price,Digital Economy,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/1016.pptx
2017,New Delhi,Presentation,Output challenges within 71.1,"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,"Kalko, Jakob (Norway) with input from Ramon Bravo (Mexico) and Agnieszka Matulska-Bachura (Poland)",Country Industry,Output,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4001.pptx
2017,New Delhi,Paper,Overview of E-Commerce Statistics,Cross Cutting,Cross Cutting,"Murphy, John (US Census)",Cross Cutting,Output and Price,E-Commerce,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/1011.pdf
2017,New Delhi,Paper,Overview of E-Commerce Statistics,Cross Cutting,Cross Cutting,"Baer, Andrew (US Census)",Cross Cutting,Output and Price,E-Commerce,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/1011.pdf
2017,New Delhi,Presentation,Overview of E-Commerce Statistics,Cross Cutting,Cross Cutting,"Baer, Andrew (US Census)",Cross Cutting,Output and Price,E-Commerce,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/1012.pptx
2017,New Delhi,Paper,Preliminary proposal for a new Content Development Framework,Task Force,Task Force,"Kalko, Jakob (Statistics Norway)",Industry Issue,Output and Price,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4019.pdf
2017,New Delhi,Paper,Quality Assessment for Price Indexes: Statistics Canada's Performance Measure Grading Scheme,Cross Cutting,Cross Cutting,"Burnett-Isaacs, Kate (Statistics Canada)",Methodology,Prices,Quality Indicators,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4009.pdf
2017,New Delhi,Paper,Quality Assessment for Price Indexes: Statistics Canada's Performance Measure Grading Scheme,Cross Cutting,Cross Cutting,"Côté, Jean-François (Statistics Canada)",Methodology,Prices,Quality Indicators,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4009.pdf
2017,New Delhi,Poster,Quality Assessment for Price Indexes: Statistics Canada's Performance Measure Grading Scheme,Cross Cutting,Cross Cutting,"Garneau, Mary Beth (Statistics Canada)",Methodology,Prices,Quality Indicators,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4010.pdf
2017,New Delhi,Poster,Quality control in a multiple-source mixed mode statistics,Cross Cutting,Cross Cutting,"Oertel, Dr. Jutta (Federal Statistical Office of Germany)",Methodology,Output,Quality Indicators,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4016.pdf
2017,New Delhi,Paper,Quality control in a multiple-source mixed mode statistics,Cross Cutting,Cross Cutting,"Oertel, Dr. Jutta (Federal Statistical Office of Germany)",Methodology,Output,Quality Indicators,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4017.pdf
2017,New Delhi,Poster,Quality Indicators Sweden,Cross Cutting,Cross Cutting,"Draper, Rohan (Swedan)",Methodology,Prices,Quality Indicators,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4013.pdf
2017,New Delhi,Poster,Quality Indicators Sweden,Cross Cutting,Cross Cutting,"Fridén, Marcus (Swedan)",Methodology,Prices,Quality Indicators,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4013.pdf
2017,New Delhi,Poster,Quality Indicators: a proposal to assess quality for Services Producer Price Indices,Cross Cutting,Cross Cutting,"Cecconi, Cristina (ISTAT, Italy)",Methodology,Prices,Quality Indicators,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4011.pdf
2017,New Delhi,Poster,Quality Indicators: a proposal to assess quality for Services Producer Price Indices,Cross Cutting,Cross Cutting,"Marinucci, Fabrizio (ISTAT, Italy)",Methodology,Prices,Quality Indicators,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4011.pdf
2017,New Delhi,Poster,Quality Indicators: a proposal to assess quality for Services Producer Price Indices,Cross Cutting,Cross Cutting,"Sansone, Francesca (ISTAT, Italy)",Methodology,Prices,Quality Indicators,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4011.pdf
2017,New Delhi,Poster,Quality Indicators: a proposal to assess quality for Services Producer Price Indices,Cross Cutting,Cross Cutting,"Cecconi, Cristina (ISTAT, Italy)",Methodology,Prices,Quality Indicators,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4012.pdf
2017,New Delhi,Poster,Quality Indicators: a proposal to assess quality for Services Producer Price Indices,Cross Cutting,Cross Cutting,"Marinucci, Fabrizio (ISTAT, Italy)",Methodology,Prices,Quality Indicators,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4012.pdf
2017,New Delhi,Poster,Quality Indicators: a proposal to assess quality for Services Producer Price Indices,Cross Cutting,Cross Cutting,"Sansone, Francesca (ISTAT, Italy)",Methodology,Prices,Quality Indicators,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4012.pdf
2017,New Delhi,Presentation,Reports from Task forces – part I,Task Force,Task Force,"Kalko, Jakob (Norway, US)",Task Force,Other,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/1018.pptx
2017,New Delhi,Presentation,Reports from Task forces – part I,Task Force,Task Force,"Murphy, John (Norway, US)",Task Force,Other,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/1018.pptx
2017,New Delhi,Presentation,Reports from Task forces – part I,Task Force,Task Force,"Kalko, Jakob (Statistics Norway)",Agenda,Other,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/3002.pptx
2017,New Delhi,Presentation,Revisited Sector Paper – Telecommunication. Introduction,J - Information and communication,61 - Telecommunications,"Kalko, Jakob (Statistics Norway)",Sector Document,Output and Price,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2002.pptx
2017,New Delhi,Presentation,Revisited Sector Paper Telecommunication Services ISIC J 61,J - Information and communication,61 - Telecommunications,"Puchter, Christian (Statistics Austria)",Sector Document,Output and Price,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2001.ppt
2017,New Delhi,Presentation,Securities Transaction Price Index (STPI),K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Negi, Gopal Sing (India)",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2003.pptx
2017,New Delhi,Presentation,Securities Transaction Price Index (STPI),K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Mitra, Anupam (India)",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/2003.pptx
2017,New Delhi,Presentation,Service Sector Surveys conducted by NSSO in the past and the latest survey during 2016-17,Cross Cutting,Cross Cutting,"Mukhopadhyay, S. K. (NSSO, India)",Country Industry,Output,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/3007.pptx
2017,New Delhi,Presentation,SPPI for Architectural and Engineering Activities and Related Technical Consultancy in Japan,"M - Professional, scientific and technical activities",71 - Architectural and engineering activities; technical testing and analysis,"Inoue, Moegi ( Bank of Japan)",Country Industry,Prices,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4006.pdf
2017,New Delhi,Paper,The OECD horizontal ‘Going Digital' Project,Cross Cutting,Cross Cutting,Statistics Canada,Cross Cutting,Output and Price,E-Commerce,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/1013.docx
2017,New Delhi,Poster,Variance and Standard Error Estimates For U.S. Producer Price Index (PPI) Percent Changes,Cross Cutting,Cross Cutting,"Murphy, Bonnie (US, BLS)",Methodology,Prices,Quality Indicators,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4014.pdf
2017,New Delhi,Paper,Variance estimates for price changes in the Producer Price Index,Cross Cutting,Cross Cutting,"Murphy, Bonnie (US, BLS)",Methodology,Prices,Quality Indicators,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4015.pdf
2017,New Delhi,Presentation,VG Bureau Update and Progress on the Strategic Plan,Task Force,Task Force,"Garneau, Mary Beth (Statistics Canada)",Progress report,Other,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4020.pdf
2017,New Delhi,Presentation,VG Bureau Update and Progress on the Strategic Plan,Task Force,Task Force,"Kalko, Jakob (Statistics Norway)",Progress report,Other,General,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/4020.pdf
2017,New Delhi,Presentation,Voorburg Group on Services Statistics,Task Force,Task Force,ISTAT Rome,Other,Other,Other,https://www.voorburggroup.org/Documents/2017%20New%20Delhi/Papers/5003.pdf
2016,Zagreb,Presentation,"31st Voorburg Group Meeting – Zagreb, Croatia - Country Progress Report (ppp)",Cross cutting,Cross cutting,"Murphy, John",Progress Report,Other,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/1002.pdf
2016,Zagreb,Presentation,"31st Voorburg Group Meeting – Zagreb, Croatia – Introductions & Agenda Overview (ppp)",Cross cutting,Cross cutting,"Kalko, Jakob",Agenda,Other,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/1001%20-%2016%20-%20Agenda%20Overview%20Presentation.pdf
2016,Zagreb,Presentation,"31st Voorburg Group Meeting – Zagreb, Croatia – Introductions & Agenda Overview (ppp)",Cross cutting,Cross cutting,"Friedman, David",Agenda, ,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/1001%20-%2016%20-%20Agenda%20Overview%20Presentation.pdf
2016,Zagreb,Poster,Accounting data automatically generates the Swedish SBS questionnaire (ppp),Cross cutting,Cross cutting,"Bergman, Caisa",Cross-cutting,Output and Price,Administrative / Alternative Data,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/4006.pdf
2016,Zagreb,Paper,"Activities auxiliary to financial service activities, except insurance and pension funding (paper)",K - Financial and insurance activities,66 - Activities auxiliary to financial service and insurance activities,"Murphy, John",Sector Document,Output and Price,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/2005.pdf
2016,Zagreb,Presentation,Activities Auxiliary to Financial Services Activities: Turnover Measures and Practices at the U.S. Census Bureau (ppp),K - Financial and insurance activities,66 - Activities auxiliary to financial service and insurance activities,"Murphy, John",Other,Output and Price,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/2006.pdf
2016,Zagreb,Paper,"Activities Auxiliary to Financial Services, Except Insurance/Takaful and Pension Funding (ISIC 66.1) (paper)",K - Financial and insurance activities,66 - Activities auxiliary to financial service and insurance activities,"Salwani Ismail, Siti",Classification,Output and Price,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/2003.pdf
2016,Zagreb,Poster,Alternative Data Sources for Price Statistics (ppp), , ,"Tåg, Susanna",Poster,Prices,Administrative / Alternative Data,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/4008.pdf
2016,Zagreb,Poster,Alternative Data Sources for Price Statistics (ppp), , ,"Pitkänen, Anna-Riikka",Poster,Prices,Administrative / Alternative Data,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/4008.pdf
2016,Zagreb,Presentation,Are social networks changing the way we communicate official statistics? (ppp), , ,"Pekec, Maja",Other,Other,Dissemination,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/3003.pdf
2016,Zagreb,Paper,"CPA 59 Motion picture, video and television programme production, sound recording and music production services (paper)",J - Information and communication,"59 - Motion picture, video and television programme production, sound recording and music publishing activities","Svensson Eshraghi, Angelica",Industry Issue,Prices,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/2027.pdf
2016,Zagreb,Paper,"CPA 59 Motion picture, video and television programme production, sound recording and music production services (paper)",J - Information and communication,"59 - Motion picture, video and television programme production, sound recording and music publishing activities","Draper, Rohan",Industry Issue,Prices,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/2027.pdf
2016,Zagreb,Paper,"CPA 59 Motion picture, video and television programme production, sound recording and music production services (paper)",J - Information and communication,"59 - Motion picture, video and television programme production, sound recording and music publishing activities","Bäckström, Maria",Industry Issue,Prices,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/2027.pdf
2016,Zagreb,Presentation,"CPA 59 Motion picture, video and television programme production, sound recording and music publishing services (ppp)",J - Information and communication,"59 - Motion picture, video and television programme production, sound recording and music publishing activities","Draper, Rohan",Industry Issue,Prices,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/2028.pdf
2016,Zagreb,Paper,Croatian Experience in Developing SPPIs (paper),Cross cutting,Cross cutting,"Colic, Sanda",Cross-cutting,Prices,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/2014.pdf
2016,Zagreb,Presentation,Croatian Experience in Developing SPPIs (ppp),Cross cutting,Cross cutting,"Colic, Sanda",Cross-cutting,Prices,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/2015.pdf
2016,Zagreb,Presentation,Cross Cutting Issue Bundling of Products (ppp),Cross cutting,Cross cutting,"Garneau, Mary Beth",Cross-cutting,Output and Price,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/1012.pdf
2016,Zagreb,Presentation,Cross Cutting Topics - Part 2: Experiences starting measurement in services (ppp),Cross cutting,Cross cutting,"Bravo, Ramon",Cross-cutting,Prices,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/2013.pdf
2016,Zagreb,Presentation,Development of a Canadian Services Producer Price Index for Securities Brokerage (ppp),K - Financial and insurance activities,66 - Activities auxiliary to financial service and insurance activities,"Opsitnik, Lucy",Industry Issue,Prices,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/2010.pdf
2016,Zagreb,Paper,Development of a Securities Brokerage Services Price Index in Canada (paper),K - Financial and insurance activities,66 - Activities auxiliary to financial service and insurance activities,"Opsitnik, Lucy",Industry issue,Prices,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/2009.pdf
2016,Zagreb,Presentation,Experience in Starting of Measurement of Services Index (ppp),Cross cutting,Cross cutting,"Savithri, Raman",Cross-cutting,Prices,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/2018.pdf
2016,Zagreb,Paper,Experiences in starting measurement of services in Poland (paper),Cross cutting,Cross cutting,"Matulska-Bachura, Agnieszka",Cross-cutting,Prices,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/2016.pdf
2016,Zagreb,Presentation,Experiences in starting measurement of services in Poland (ppp),Cross cutting,Cross cutting,"Matulska-Bachura, Agnieszka",Cross-cutting,Prices,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/2017.pdf
2016,Zagreb,Poster,Generating ideas for (really) alternative SPPI-methods (ppp),Cross cutting,Cross cutting,"van Steeg, Gert-Jan",Cross-cutting,Prices,General,https://www.voorburggroup.org/Documents/2016%20Zagreb/Papers/4010.pdf
